Name,Value,Start,Size,Type,Color,Comment
y,-0.08199997,384h,4h,float,Fg: Bg:0x576974,
z,0.024,388h,4h,float,Fg: Bg:0x576974,
w,1,38Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.086, -0.082, 0.024, 1)",390h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.086,390h,4h,float,Fg: Bg:0x576974,
y,-0.08199997,394h,4h,float,Fg: Bg:0x576974,
z,0.024,398h,4h,float,Fg: Bg:0x576974,
w,1,39Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[14],,3A0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,15,3A0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,13,3A2h,2h,short,Fg: Bg:0x576974,
AABBIndex,17,3A4h,2h,ushort,Fg: Bg:0x576974,
Flags,,3A6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,3A6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,3A6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,3A6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, -0.387, -0.02, 1)",3B0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,3B0h,4h,float,Fg: Bg:0x576974,
y,-0.387,3B4h,4h,float,Fg: Bg:0x576974,
z,-0.02,3B8h,4h,float,Fg: Bg:0x576974,
w,1,3BCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.086, -0.469, 0.004, 1)",3C0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.086,3C0h,4h,float,Fg: Bg:0x576974,
y,-0.469,3C4h,4h,float,Fg: Bg:0x576974,
z,0.003999999,3C8h,4h,float,Fg: Bg:0x576974,
w,1,3CCh,4h,float,Fg: Bg:0x576974,
BoneDefs[15],,3D0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,16,3D0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,14,3D2h,2h,short,Fg: Bg:0x576974,
AABBIndex,18,3D4h,2h,ushort,Fg: Bg:0x576974,
Flags,,3D6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,3D6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,3D6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,3D6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, -0.395, -0.023, 1)",3E0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,3E0h,4h,float,Fg: Bg:0x576974,
y,-0.395,3E4h,4h,float,Fg: Bg:0x576974,
z,-0.023,3E8h,4h,float,Fg: Bg:0x576974,
w,1,3ECh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.086, -0.864, -0.019, 1)",3F0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.086,3F0h,4h,float,Fg: Bg:0x576974,
y,-0.864,3F4h,4h,float,Fg: Bg:0x576974,
z,-0.019,3F8h,4h,float,Fg: Bg:0x576974,
w,1,3FCh,4h,float,Fg: Bg:0x576974,
BoneDefs[16],,400h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,17,400h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,15,402h,2h,short,Fg: Bg:0x576974,
AABBIndex,19,404h,2h,ushort,Fg: Bg:0x576974,
Flags,,406h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,406h,2h,ushort,Fg: Bg:0x576974,
B : 1,,406h,2h,ushort,Fg: Bg:0x576974,
C : 1,,406h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, -0.082, 0.133, 1)",410h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,410h,4h,float,Fg: Bg:0x576974,
y,-0.082,414h,4h,float,Fg: Bg:0x576974,
z,0.133,418h,4h,float,Fg: Bg:0x576974,
w,1,41Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.086, -0.946, 0.114, 1)",420h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.086,420h,4h,float,Fg: Bg:0x576974,
y,-0.9459999,424h,4h,float,Fg: Bg:0x576974,
z,0.114,428h,4h,float,Fg: Bg:0x576974,
w,1,42Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[17],,430h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,18,430h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,0,432h,2h,short,Fg: Bg:0x576974,
AABBIndex,20,434h,2h,ushort,Fg: Bg:0x576974,
Flags,,436h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,436h,2h,ushort,Fg: Bg:0x576974,
B : 1,,436h,2h,ushort,Fg: Bg:0x576974,
C : 1,,436h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(-0.086, -0.082, 0.024, 1)",440h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.086,440h,4h,float,Fg: Bg:0x576974,
y,-0.08199997,444h,4h,float,Fg: Bg:0x576974,
z,0.024,448h,4h,float,Fg: Bg:0x576974,
w,1,44Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.086, -0.082, 0.024, 1)",450h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.086,450h,4h,float,Fg: Bg:0x576974,
y,-0.08199997,454h,4h,float,Fg: Bg:0x576974,
z,0.024,458h,4h,float,Fg: Bg:0x576974,
w,1,45Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[18],,460h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,19,460h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,17,462h,2h,short,Fg: Bg:0x576974,
AABBIndex,21,464h,2h,ushort,Fg: Bg:0x576974,
Flags,,466h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,466h,2h,ushort,Fg: Bg:0x576974,
B : 1,,466h,2h,ushort,Fg: Bg:0x576974,
C : 1,,466h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, -0.387, -0.02, 1)",470h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,470h,4h,float,Fg: Bg:0x576974,
y,-0.387,474h,4h,float,Fg: Bg:0x576974,
z,-0.02,478h,4h,float,Fg: Bg:0x576974,
w,1,47Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.086, -0.469, 0.004, 1)",480h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.086,480h,4h,float,Fg: Bg:0x576974,
y,-0.469,484h,4h,float,Fg: Bg:0x576974,
z,0.003999999,488h,4h,float,Fg: Bg:0x576974,
w,1,48Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[19],,490h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,20,490h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,18,492h,2h,short,Fg: Bg:0x576974,
AABBIndex,22,494h,2h,ushort,Fg: Bg:0x576974,
Flags,,496h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,496h,2h,ushort,Fg: Bg:0x576974,
B : 1,,496h,2h,ushort,Fg: Bg:0x576974,
C : 1,,496h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, -0.395, -0.023, 1)",4A0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,4A0h,4h,float,Fg: Bg:0x576974,
y,-0.395,4A4h,4h,float,Fg: Bg:0x576974,
z,-0.023,4A8h,4h,float,Fg: Bg:0x576974,
w,1,4ACh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.086, -0.864, -0.019, 1)",4B0h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.086,4B0h,4h,float,Fg: Bg:0x576974,
y,-0.864,4B4h,4h,float,Fg: Bg:0x576974,
z,-0.019,4B8h,4h,float,Fg: Bg:0x576974,
w,1,4BCh,4h,float,Fg: Bg:0x576974,
BoneDefs[20],,4C0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,21,4C0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,19,4C2h,2h,short,Fg: Bg:0x576974,
AABBIndex,23,4C4h,2h,ushort,Fg: Bg:0x576974,
Flags,,4C6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,4C6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,4C6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,4C6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, -0.082, 0.133, 1)",4D0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,4D0h,4h,float,Fg: Bg:0x576974,
y,-0.082,4D4h,4h,float,Fg: Bg:0x576974,
z,0.133,4D8h,4h,float,Fg: Bg:0x576974,
w,1,4DCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.086, -0.946, 0.114, 1)",4E0h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.086,4E0h,4h,float,Fg: Bg:0x576974,
y,-0.9459999,4E4h,4h,float,Fg: Bg:0x576974,
z,0.114,4E8h,4h,float,Fg: Bg:0x576974,
w,1,4ECh,4h,float,Fg: Bg:0x576974,
BoneDefs[21],,4F0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,22,4F0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,8,4F2h,2h,short,Fg: Bg:0x576974,
AABBIndex,24,4F4h,2h,ushort,Fg: Bg:0x576974,
Flags,,4F6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,4F6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,4F6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,4F6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.00700002, -0.00699997, 0.022, 1)",500h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.007000017,500h,4h,float,Fg: Bg:0x576974,
y,-0.006999969,504h,4h,float,Fg: Bg:0x576974,
z,0.022,508h,4h,float,Fg: Bg:0x576974,
w,1,50Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.62, 0.352, -0.006, 1)",510h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.6200001,510h,4h,float,Fg: Bg:0x576974,
y,0.3520001,514h,4h,float,Fg: Bg:0x576974,
z,-0.006000003,518h,4h,float,Fg: Bg:0x576974,
w,1,51Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[22],,520h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,23,520h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,21,522h,2h,short,Fg: Bg:0x576974,
AABBIndex,25,524h,2h,ushort,Fg: Bg:0x576974,
Flags,,526h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,526h,2h,ushort,Fg: Bg:0x576974,
B : 1,,526h,2h,ushort,Fg: Bg:0x576974,
C : 1,,526h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.037, -0.016, 0.007, 1)",530h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.03699999,530h,4h,float,Fg: Bg:0x576974,
y,-0.01599999,534h,4h,float,Fg: Bg:0x576974,
z,0.007,538h,4h,float,Fg: Bg:0x576974,
w,1,53Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.657, 0.336, 0.000999997, 1)",540h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.657,540h,4h,float,Fg: Bg:0x576974,
y,0.3360001,544h,4h,float,Fg: Bg:0x576974,
z,0.0009999968,548h,4h,float,Fg: Bg:0x576974,
w,1,54Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[23],,550h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,24,550h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,22,552h,2h,short,Fg: Bg:0x576974,
AABBIndex,26,554h,2h,ushort,Fg: Bg:0x576974,
Flags,,556h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,556h,2h,ushort,Fg: Bg:0x576974,
B : 1,,556h,2h,ushort,Fg: Bg:0x576974,
C : 1,,556h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.025, -0.00900002, 0, 1)",560h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.025,560h,4h,float,Fg: Bg:0x576974,
y,-0.009000015,564h,4h,float,Fg: Bg:0x576974,
z,0,568h,4h,float,Fg: Bg:0x576974,
w,1,56Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.682, 0.327, 0.000999997, 1)",570h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.682,570h,4h,float,Fg: Bg:0x576974,
y,0.3270001,574h,4h,float,Fg: Bg:0x576974,
z,0.0009999968,578h,4h,float,Fg: Bg:0x576974,
w,1,57Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[24],,580h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,25,580h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,8,582h,2h,short,Fg: Bg:0x576974,
AABBIndex,27,584h,2h,ushort,Fg: Bg:0x576974,
Flags,,586h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,586h,2h,ushort,Fg: Bg:0x576974,
B : 1,,586h,2h,ushort,Fg: Bg:0x576974,
C : 1,,586h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.073, 0.015, 0.024, 1)",590h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.07300001,590h,4h,float,Fg: Bg:0x576974,
y,0.01499996,594h,4h,float,Fg: Bg:0x576974,
z,0.024,598h,4h,float,Fg: Bg:0x576974,
w,1,59Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.686, 0.374, -0.004, 1)",5A0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.686,5A0h,4h,float,Fg: Bg:0x576974,
y,0.374,5A4h,4h,float,Fg: Bg:0x576974,
z,-0.004000004,5A8h,4h,float,Fg: Bg:0x576974,
w,1,5ACh,4h,float,Fg: Bg:0x576974,
BoneDefs[25],,5B0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,26,5B0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,24,5B2h,2h,short,Fg: Bg:0x576974,
AABBIndex,28,5B4h,2h,ushort,Fg: Bg:0x576974,
Flags,,5B6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,5B6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,5B6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,5B6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.036, 0, 0, 1)",5C0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.03600001,5C0h,4h,float,Fg: Bg:0x576974,
y,0,5C4h,4h,float,Fg: Bg:0x576974,
z,0,5C8h,4h,float,Fg: Bg:0x576974,
w,1,5CCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.722, 0.374, -0.004, 1)",5D0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.7220001,5D0h,4h,float,Fg: Bg:0x576974,
y,0.374,5D4h,4h,float,Fg: Bg:0x576974,
z,-0.004000004,5D8h,4h,float,Fg: Bg:0x576974,
w,1,5DCh,4h,float,Fg: Bg:0x576974,
BoneDefs[26],,5E0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,27,5E0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,25,5E2h,2h,short,Fg: Bg:0x576974,
AABBIndex,29,5E4h,2h,ushort,Fg: Bg:0x576974,
Flags,,5E6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,5E6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,5E6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,5E6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.023, 0, 0, 1)",5F0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.023,5F0h,4h,float,Fg: Bg:0x576974,
y,0,5F4h,4h,float,Fg: Bg:0x576974,
z,0,5F8h,4h,float,Fg: Bg:0x576974,
w,1,5FCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.745, 0.374, -0.004, 1)",600h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.7450001,600h,4h,float,Fg: Bg:0x576974,
y,0.374,604h,4h,float,Fg: Bg:0x576974,
z,-0.004000004,608h,4h,float,Fg: Bg:0x576974,
w,1,60Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[27],,610h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,28,610h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,8,612h,2h,short,Fg: Bg:0x576974,
AABBIndex,30,614h,2h,ushort,Fg: Bg:0x576974,
Flags,,616h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,616h,2h,ushort,Fg: Bg:0x576974,
B : 1,,616h,2h,ushort,Fg: Bg:0x576974,
C : 1,,616h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.076, 0.015, 0.005, 1)",620h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.07600003,620h,4h,float,Fg: Bg:0x576974,
y,0.01499996,624h,4h,float,Fg: Bg:0x576974,
z,0.005,628h,4h,float,Fg: Bg:0x576974,
w,1,62Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.689, 0.374, -0.023, 1)",630h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.6890001,630h,4h,float,Fg: Bg:0x576974,
y,0.374,634h,4h,float,Fg: Bg:0x576974,
z,-0.023,638h,4h,float,Fg: Bg:0x576974,
w,1,63Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[28],,640h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,29,640h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,27,642h,2h,short,Fg: Bg:0x576974,
AABBIndex,31,644h,2h,ushort,Fg: Bg:0x576974,
Flags,,646h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,646h,2h,ushort,Fg: Bg:0x576974,
B : 1,,646h,2h,ushort,Fg: Bg:0x576974,
C : 1,,646h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.039, 0, 0, 1)",650h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.03899999,650h,4h,float,Fg: Bg:0x576974,
y,0,654h,4h,float,Fg: Bg:0x576974,
z,0,658h,4h,float,Fg: Bg:0x576974,
w,1,65Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.728, 0.374, -0.023, 1)",660h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.728,660h,4h,float,Fg: Bg:0x576974,
y,0.374,664h,4h,float,Fg: Bg:0x576974,
z,-0.023,668h,4h,float,Fg: Bg:0x576974,
w,1,66Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[29],,670h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,30,670h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,28,672h,2h,short,Fg: Bg:0x576974,
AABBIndex,32,674h,2h,ushort,Fg: Bg:0x576974,
Flags,,676h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,676h,2h,ushort,Fg: Bg:0x576974,
B : 1,,676h,2h,ushort,Fg: Bg:0x576974,
C : 1,,676h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.023, 0, 0, 1)",680h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.023,680h,4h,float,Fg: Bg:0x576974,
y,0,684h,4h,float,Fg: Bg:0x576974,
z,0,688h,4h,float,Fg: Bg:0x576974,
w,1,68Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.751, 0.374, -0.023, 1)",690h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.751,690h,4h,float,Fg: Bg:0x576974,
y,0.374,694h,4h,float,Fg: Bg:0x576974,
z,-0.023,698h,4h,float,Fg: Bg:0x576974,
w,1,69Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[30],,6A0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,31,6A0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,8,6A2h,2h,short,Fg: Bg:0x576974,
AABBIndex,33,6A4h,2h,ushort,Fg: Bg:0x576974,
Flags,,6A6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,6A6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,6A6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,6A6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.021, 0.01, -0.017, 1)",6B0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.021,6B0h,4h,float,Fg: Bg:0x576974,
y,0.01000004,6B4h,4h,float,Fg: Bg:0x576974,
z,-0.017,6B8h,4h,float,Fg: Bg:0x576974,
w,1,6BCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.634, 0.369, -0.045, 1)",6C0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.634,6C0h,4h,float,Fg: Bg:0x576974,
y,0.369,6C4h,4h,float,Fg: Bg:0x576974,
z,-0.04500001,6C8h,4h,float,Fg: Bg:0x576974,
w,1,6CCh,4h,float,Fg: Bg:0x576974,
BoneDefs[31],,6D0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,32,6D0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,30,6D2h,2h,short,Fg: Bg:0x576974,
AABBIndex,34,6D4h,2h,ushort,Fg: Bg:0x576974,
Flags,,6D6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,6D6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,6D6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,6D6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.052, 0.00500002, 0.004, 1)",6E0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.052,6E0h,4h,float,Fg: Bg:0x576974,
y,0.005000019,6E4h,4h,float,Fg: Bg:0x576974,
z,0.003999999,6E8h,4h,float,Fg: Bg:0x576974,
w,1,6ECh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.686, 0.374, -0.041, 1)",6F0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.686,6F0h,4h,float,Fg: Bg:0x576974,
y,0.3740001,6F4h,4h,float,Fg: Bg:0x576974,
z,-0.041,6F8h,4h,float,Fg: Bg:0x576974,
w,1,6FCh,4h,float,Fg: Bg:0x576974,
BoneDefs[32],,700h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,33,700h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,31,702h,2h,short,Fg: Bg:0x576974,
AABBIndex,35,704h,2h,ushort,Fg: Bg:0x576974,
Flags,,706h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,706h,2h,ushort,Fg: Bg:0x576974,
B : 1,,706h,2h,ushort,Fg: Bg:0x576974,
C : 1,,706h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.039, 0, 0, 1)",710h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.03899999,710h,4h,float,Fg: Bg:0x576974,
y,0,714h,4h,float,Fg: Bg:0x576974,
z,0,718h,4h,float,Fg: Bg:0x576974,
w,1,71Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.725, 0.374, -0.041, 1)",720h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.725,720h,4h,float,Fg: Bg:0x576974,
y,0.3740001,724h,4h,float,Fg: Bg:0x576974,
z,-0.041,728h,4h,float,Fg: Bg:0x576974,
w,1,72Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[33],,730h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,34,730h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,32,732h,2h,short,Fg: Bg:0x576974,
AABBIndex,36,734h,2h,ushort,Fg: Bg:0x576974,
Flags,,736h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,736h,2h,ushort,Fg: Bg:0x576974,
B : 1,,736h,2h,ushort,Fg: Bg:0x576974,
C : 1,,736h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.022, 0, 0, 1)",740h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.02199998,740h,4h,float,Fg: Bg:0x576974,
y,0,744h,4h,float,Fg: Bg:0x576974,
z,0,748h,4h,float,Fg: Bg:0x576974,
w,1,74Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.747, 0.374, -0.041, 1)",750h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.747,750h,4h,float,Fg: Bg:0x576974,
y,0.3740001,754h,4h,float,Fg: Bg:0x576974,
z,-0.041,758h,4h,float,Fg: Bg:0x576974,
w,1,75Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[34],,760h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,35,760h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,30,762h,2h,short,Fg: Bg:0x576974,
AABBIndex,37,764h,2h,ushort,Fg: Bg:0x576974,
Flags,,766h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,766h,2h,ushort,Fg: Bg:0x576974,
B : 1,,766h,2h,ushort,Fg: Bg:0x576974,
C : 1,,766h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.044, 0, -0.013, 1)",770h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.04400001,770h,4h,float,Fg: Bg:0x576974,
y,0,774h,4h,float,Fg: Bg:0x576974,
z,-0.013,778h,4h,float,Fg: Bg:0x576974,
w,1,77Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.678, 0.369, -0.058, 1)",780h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.678,780h,4h,float,Fg: Bg:0x576974,
y,0.369,784h,4h,float,Fg: Bg:0x576974,
z,-0.05800001,788h,4h,float,Fg: Bg:0x576974,
w,1,78Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[35],,790h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,36,790h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,34,792h,2h,short,Fg: Bg:0x576974,
AABBIndex,38,794h,2h,ushort,Fg: Bg:0x576974,
Flags,,796h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,796h,2h,ushort,Fg: Bg:0x576974,
B : 1,,796h,2h,ushort,Fg: Bg:0x576974,
C : 1,,796h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.028, 0, 0, 1)",7A0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.02800002,7A0h,4h,float,Fg: Bg:0x576974,
y,0,7A4h,4h,float,Fg: Bg:0x576974,
z,0,7A8h,4h,float,Fg: Bg:0x576974,
w,1,7ACh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.706, 0.369, -0.058, 1)",7B0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.706,7B0h,4h,float,Fg: Bg:0x576974,
